,val_accuracy
0,0.4148936170212766
1,0.7127659574468085
2,0.4574468085106383
3,0.6276595744680851
4,0.776595744680851
5,1.0
6,0.2765957446808511
7,0.574468085106383
8,0.8191489361702128
9,0.7872340425531915
