,,loss,acc,val_loss,val_acc,lr
0,,4.871745586395264,0.07109523564577103,4.325560092926025,0.11188888549804688,0.10000000149011612
1,,4.131083011627197,0.15219047665596008,4.054950714111328,0.1715555489063263,0.09990133345127106
2,,3.8932700157165527,0.2009047567844391,3.909789562225342,0.20644444227218628,0.0996057316660881
3,,3.726630926132202,0.2323809564113617,3.6958093643188477,0.23088888823986053,0.09911436587572098
4,,3.5905396938323975,0.25890475511550903,3.856853723526001,0.22122222185134888,0.09842915832996368
5,,3.4536356925964355,0.28890475630760193,3.66654896736145,0.257666677236557,0.0975528284907341
6,,3.3286502361297607,0.31542858481407166,3.3919098377227783,0.3033333420753479,0.0964888259768486
7,,3.214655876159668,0.33823809027671814,3.6527881622314453,0.2728888988494873,0.09524135291576385
8,,3.115715265274048,0.3555714190006256,3.3107197284698486,0.3337777853012085,0.09381533414125443
9,,3.005328416824341,0.38490477204322815,3.2789337635040283,0.3386666774749756,0.09221639484167099
10,,2.91430926322937,0.4041904807090759,3.3285117149353027,0.3204444348812103,0.09045085310935974
11,,2.816140651702881,0.42861905694007874,3.098914384841919,0.3782222270965576,0.08852566033601761
12,,2.7401645183563232,0.44452381134033203,2.97119402885437,0.4005555510520935,0.08644843101501465
13,,2.6615254878997803,0.46447619795799255,3.1646957397460938,0.37833333015441895,0.08422735333442688
14,,2.590363025665283,0.47819048166275024,2.8270857334136963,0.42222222685813904,0.08187119662761688
15,,2.5162384510040283,0.4941428601741791,2.9137396812438965,0.39755555987358093,0.07938925921916962
16,,2.4446849822998047,0.511904776096344,2.8817145824432373,0.42011111974716187,0.07679133862257004
17,,2.3812246322631836,0.5264285802841187,2.7371315956115723,0.4593333303928375,0.07408768683671951
18,,2.305687427520752,0.5450000166893005,2.833085775375366,0.44511112570762634,0.07128896564245224
19,,2.252471446990967,0.5600476264953613,2.683184862136841,0.4749999940395355,0.06840622425079346
20,,2.189951181411743,0.5744285583496094,2.9991583824157715,0.4286666810512543,0.06545084714889526
21,,2.135856866836548,0.58304762840271,2.888258934020996,0.4441111087799072,0.062434494495391846
22,,2.076913356781006,0.5978571176528931,2.6013026237487793,0.49533334374427795,0.05936906486749649
23,,2.0306572914123535,0.612666666507721,2.5885276794433594,0.4937777817249298,0.0562666617333889
24,,1.967553734779358,0.6295714378356934,2.5842089653015137,0.5017777681350708,0.05313952639698982
25,,1.915898084640503,0.6415714025497437,2.7967169284820557,0.47422221302986145,0.05000000074505806
26,,1.8573007583618164,0.6559047698974609,2.4666836261749268,0.5252222418785095,0.0468604750931263
27,,1.8146864175796509,0.6683333516120911,2.5523407459259033,0.5111111402511597,0.04373333975672722
28,,1.7705122232437134,0.6775237917900085,2.5585100650787354,0.5161111354827881,0.04063093289732933
29,,1.7243671417236328,0.6894285678863525,2.494642734527588,0.5296666622161865,0.037565506994724274
30,,1.6679537296295166,0.7052857279777527,2.41434645652771,0.5471110939979553,0.03454915061593056
31,,1.6145946979522705,0.7215238213539124,2.636681318283081,0.5288888812065125,0.031593773514032364
32,,1.5852344036102295,0.7300000190734863,2.4219954013824463,0.5463333129882812,0.02871103584766388
33,,1.5376954078674316,0.7417142987251282,2.4919066429138184,0.5400000214576721,0.025912316516041756
34,,1.495419979095459,0.7519524097442627,2.442838430404663,0.5521110892295837,0.023208661004900932
35,,1.4509347677230835,0.7648571133613586,2.4929208755493164,0.5421110987663269,0.020610736683011055
36,,1.4188426733016968,0.7747619152069092,2.41591739654541,0.5604444742202759,0.01812880113720894
37,,1.373390555381775,0.7879047393798828,2.597771406173706,0.5356666445732117,0.01577264443039894
38,,1.343672752380371,0.7930476069450378,2.4400057792663574,0.5597777962684631,0.013551568612456322
39,,1.3078646659851074,0.8050476312637329,2.476893901824951,0.559333324432373,0.011474337428808212
40,,1.2901791334152222,0.8112381100654602,2.467235565185547,0.5588889122009277,0.009549150243401527
41,,1.2689435482025146,0.8185714483261108,2.352158784866333,0.5777778029441833,0.0077836038544774055
42,,1.2439308166503906,0.8274762034416199,2.336310863494873,0.5839999914169312,0.006184665951877832
43,,1.2261736392974854,0.8291904926300049,2.3448002338409424,0.5834444165229797,0.0047586471773684025
44,,1.205668330192566,0.8376666903495789,2.3691065311431885,0.5825555324554443,0.0035111757460981607
45,,1.2022188901901245,0.8401428461074829,2.329087972640991,0.586555540561676,0.0024471741635352373
46,,1.189771294593811,0.8429047465324402,2.3547067642211914,0.5873333215713501,0.001570841995999217
47,,1.184073805809021,0.8437142968177795,2.3315861225128174,0.5881111025810242,0.0008856374770402908
48,,1.182326316833496,0.8471428751945496,2.3334901332855225,0.5896666646003723,0.0003942649345844984
49,,1.1830334663391113,0.8480476140975952,2.329235792160034,0.5893333554267883,9.866357868304476e-05
0,,2.515612840652466,0.49966666102409363,4.248977184295654,0.28333333134651184,0.10000000149011612
1,,2.182756185531616,0.5639047622680664,2.8723156452178955,0.42855554819107056,0.09990133345127106
2,,2.0687496662139893,0.5899999737739563,2.7018115520477295,0.46388888359069824,0.0996057316660881
3,,2.0019776821136475,0.6102856993675232,2.917935848236084,0.4627777636051178,0.09911436587572098
4,,1.9361084699630737,0.6269524097442627,2.4897947311401367,0.5187777876853943,0.09842915832996368
5,,1.870407223701477,0.6420952677726746,2.904435157775879,0.4516666531562805,0.0975528284907341
6,,1.8169070482254028,0.6576666831970215,2.8388359546661377,0.47611111402511597,0.0964888259768486
7,,1.780108094215393,0.6632381081581116,3.01749849319458,0.4416666626930237,0.09524135291576385
8,,1.7403209209442139,0.675000011920929,3.1347596645355225,0.4462222158908844,0.09381533414125443
