,val_accuracy
0,0.43820224719101125
1,0.6179775280898876
2,0.4044943820224719
3,0.43820224719101125
4,0.5168539325842697
5,1.0
6,0.0
7,0.2696629213483146
8,0.0
9,0.6741573033707865
