,val_accuracy
0,0.449438202247191
1,0.6404494382022472
2,0.4606741573033708
3,0.5393258426966292
4,0.6292134831460674
5,1.0
6,0.011235955056179775
7,0.2696629213483146
8,1.0
9,0.6179775280898876
