,val_accuracy
0,0.4943820224719101
1,0.6179775280898876
2,0.3258426966292135
3,0.48314606741573035
4,0.5730337078651685
5,1.0
6,0.5056179775280899
7,0.5955056179775281
8,1.0
9,0.6404494382022472
