,val_accuracy
0,0.3707865168539326
1,0.6067415730337079
2,0.4606741573033708
3,0.4943820224719101
4,0.5617977528089888
5,1.0
6,0.16853932584269662
7,0.2808988764044944
8,0.0
9,0.5955056179775281
