,val_accuracy
0,0.4148936170212766
1,0.8191489361702128
2,0.46808510638297873
3,0.6382978723404256
4,0.7978723404255319
5,1.0
6,0.02127659574468085
7,0.5851063829787234
8,0.7446808510638298
9,0.6808510638297872
