,val_accuracy
0,0.4148936170212766
1,0.8936170212765957
2,0.574468085106383
3,0.5106382978723404
4,0.23404255319148937
5,0.7446808510638298
6,0.26595744680851063
7,0.2978723404255319
8,0.851063829787234
9,0.5531914893617021
