,val_accuracy
0,0.425531914893617
1,0.9787234042553191
2,0.723404255319149
3,0.44680851063829785
4,0.574468085106383
5,1.0
6,0.20212765957446807
7,0.5957446808510638
8,0.7978723404255319
9,0.6382978723404256
