,accuracy,val_accuracy
0,0.6018319129943848,0.6000000238418579
1,0.5436422228813171,0.6000000238418579
2,0.5980603694915771,0.6000000238418579
3,0.6018319129943848,0.6000000238418579
4,0.6018319129943848,0.6000000238418579
5,0.6018319129943848,0.6000000238418579
6,0.6018319129943848,0.6000000238418579
7,0.6018319129943848,0.6000000238418579
8,0.6018319129943848,0.6000000238418579
9,0.6018319129943848,0.6000000238418579
10,0.5894396305084229,0.6363636255264282
11,0.5894396305084229,0.6363636255264282
12,0.5894396305084229,0.6363636255264282
13,0.5894396305084229,0.6363636255264282
14,0.5894396305084229,0.6363636255264282
15,0.5894396305084229,0.6363636255264282
16,0.5894396305084229,0.6363636255264282
17,0.5894396305084229,0.6363636255264282
18,0.5894396305084229,0.6363636255264282
19,0.5894396305084229,0.6363636255264282
20,0.595366358757019,0.6242424249649048
21,0.595366358757019,0.6242424249649048
22,0.595366358757019,0.6242424249649048
23,0.595366358757019,0.6242424249649048
24,0.595366358757019,0.6242424249649048
25,0.595366358757019,0.6242424249649048
26,0.595366358757019,0.6242424249649048
27,0.595366358757019,0.6242424249649048
28,0.595366358757019,0.6242424249649048
29,0.595366358757019,0.6242424249649048
30,0.5226293206214905,0.4484848380088806
31,0.5431034564971924,0.49696969985961914
32,0.5668103694915771,0.5939394235610962
33,0.5571120977401733,0.6060606241226196
34,0.5506465435028076,0.6000000238418579
35,0.5457974076271057,0.5878787636756897
36,0.5479525923728943,0.5515151619911194
37,0.5528017282485962,0.5030303001403809
38,0.5495689511299133,0.4727272689342499
39,0.5549569129943848,0.4727272689342499
40,0.4913793206214905,0.5454545617103577
41,0.4865301847457886,0.5151515007019043
42,0.5258620977401733,0.46060606837272644
43,0.5307112336158752,0.4787878692150116
44,0.5161637663841248,0.4484848380088806
45,0.5210129022598267,0.4484848380088806
46,0.524784505367279,0.4484848380088806
47,0.5355603694915771,0.4545454680919647
48,0.5571120977401733,0.4484848380088806
49,0.584590494632721,0.4545454680919647
50,0.4854525923728943,0.6303030252456665
51,0.5635775923728943,0.739393949508667
52,0.6034482717514038,0.6848484873771667
53,0.5964439511299133,0.6848484873771667
54,0.6023706793785095,0.7030302882194519
55,0.5996767282485962,0.7030302882194519
56,0.5996767282485962,0.7030302882194519
57,0.602909505367279,0.7030302882194519
58,0.6039870977401733,0.7030302882194519
59,0.602909505367279,0.7030302882194519
60,0.5188577771186829,0.4000000059604645
61,0.514008641242981,0.4000000059604645
62,0.5463362336158752,0.4060606062412262
63,0.5684267282485962,0.46060606837272644
64,0.5398706793785095,0.4848484992980957
65,0.560883641242981,0.5030303001403809
66,0.5942887663841248,0.5090909004211426
67,0.6298491358757019,0.5151515007019043
68,0.6648706793785095,0.5575757622718811
69,0.7036637663841248,0.6666666865348816
70,0.6255387663841248,0.7030302882194519
71,0.5802801847457886,0.6303030252456665
72,0.6050646305084229,0.6303030252456665
73,0.6039870977401733,0.6363636255264282
74,0.6050646305084229,0.6303030252456665
75,0.607758641242981,0.6303030252456665
76,0.6082974076271057,0.6303030252456665
77,0.610991358757019,0.6303030252456665
78,0.6120689511299133,0.6303030252456665
79,0.6136853694915771,0.6303030252456665
80,0.6274932622909546,0.6060606241226196
81,0.6371967792510986,0.6060606241226196
82,0.6339622735977173,0.6060606241226196
83,0.6274932622909546,0.6060606241226196
84,0.6215633153915405,0.6060606241226196
85,0.6204851865768433,0.6060606241226196
86,0.6204851865768433,0.6060606241226196
87,0.6204851865768433,0.6060606241226196
88,0.6204851865768433,0.6060606241226196
89,0.6204851865768433,0.6060606241226196
90,0.5148248076438904,0.7212121486663818
91,0.5789757370948792,0.7212121486663818
92,0.6328840851783752,0.7212121486663818
93,0.6409703493118286,0.6848484873771667
94,0.653908371925354,0.678787887096405
95,0.657681941986084,0.6848484873771667
96,0.665229082107544,0.6848484873771667
97,0.6695417761802673,0.6848484873771667
98,0.671159029006958,0.7151514887809753
99,0.6781671047210693,0.7090908885002136
100,0.6237196922302246,0.6242424249649048
101,0.6323450207710266,0.5515151619911194
102,0.6485175490379333,0.581818163394928
103,0.6646900177001953,0.581818163394928
104,0.665229082107544,0.581818163394928
105,0.6738544702529907,0.581818163394928
106,0.6814016103744507,0.581818163394928
107,0.6803234219551086,0.581818163394928
108,0.670080840587616,0.581818163394928
109,0.6690027117729187,0.581818163394928
110,0.6388140320777893,0.46666666865348816
111,0.6156334280967712,0.39393940567970276
112,0.6323450207710266,0.4060606062412262
113,0.6382749080657959,0.4060606062412262
114,0.6350404024124146,0.4484848380088806
115,0.6366576552391052,0.5030303001403809
116,0.6393530964851379,0.5272727012634277
117,0.6350404024124146,0.5515151619911194
118,0.6296495795249939,0.5636363625526428
119,0.6339622735977173,0.5454545617103577
120,0.5843665599822998,0.7878788113594055
121,0.5962263941764832,0.39393940567970276
122,0.6113207340240479,0.38181817531585693
123,0.6221024394035339,0.38181817531585693
124,0.631805956363678,0.4000000059604645
125,0.6393530964851379,0.4060606062412262
126,0.649056613445282,0.4121212065219879
127,0.6549865007400513,0.42424243688583374
128,0.661455512046814,0.4424242377281189
129,0.658760130405426,0.46060606837272644
130,0.6204851865768433,0.6606060862541199
131,0.6264150738716125,0.5696969628334045
132,0.6296495795249939,0.5757575631141663
133,0.6312668323516846,0.5636363625526428
134,0.6431266665458679,0.5515151619911194
135,0.6382749080657959,0.5515151619911194
136,0.6479784250259399,0.5575757622718811
137,0.6571428775787354,0.5575757622718811
138,0.6544474363327026,0.5575757622718811
139,0.6668463349342346,0.5515151619911194
140,0.6765498518943787,0.5636363625526428
141,0.6204851865768433,0.5090909004211426
142,0.6307277679443359,0.5878787636756897
143,0.6296495795249939,0.6181818246841431
144,0.6366576552391052,0.6181818246841431
145,0.6388140320777893,0.6121212244033813
146,0.6388140320777893,0.6121212244033813
147,0.6447439193725586,0.6121212244033813
148,0.6512129306793213,0.6121212244033813
149,0.6522911190986633,0.6181818246841431
