,,loss,acc,val_loss,val_acc
0,,3.4075138568878174,0.14619047939777374,3.9123294353485107,0.07244444638490677
1,,2.9391257762908936,0.23223809897899628,3.293259382247925,0.1850000023841858
2,,2.7029201984405518,0.28433331847190857,3.583014488220215,0.1860000044107437
3,,2.5379247665405273,0.31980952620506287,3.253459930419922,0.2281111180782318
4,,2.3990581035614014,0.35404762625694275,3.0254716873168945,0.2473333328962326
5,,2.292116165161133,0.3756190538406372,3.0142810344696045,0.2516666650772095
6,,2.1816160678863525,0.40528571605682373,2.654470443725586,0.3144444525241852
7,,2.0997908115386963,0.4189999997615814,2.455986976623535,0.35011109709739685
8,,2.0161468982696533,0.4403809607028961,2.5257818698883057,0.3319999873638153
9,,1.9373655319213867,0.46299999952316284,2.229677200317383,0.3883333206176758
10,,1.8701361417770386,0.4790952503681183,2.499079942703247,0.35644444823265076
11,,1.80452561378479,0.4979523718357086,2.5464775562286377,0.3661110997200012
12,,1.7389129400253296,0.5114285945892334,2.682542562484741,0.3414444327354431
13,,1.6816037893295288,0.5259523987770081,2.480283737182617,0.37477776408195496
14,,1.633705735206604,0.5366190671920776,2.8697147369384766,0.3240000009536743
15,,1.5821181535720825,0.5525237917900085,1.9029220342636108,0.4771111011505127
16,,1.5215327739715576,0.566095232963562,2.3215596675872803,0.40977779030799866
17,,1.4761451482772827,0.5761904716491699,2.02231764793396,0.4588888883590698
18,,1.4374289512634277,0.5877618789672852,2.2766661643981934,0.42222222685813904
19,,1.3901543617248535,0.6006666421890259,2.425699472427368,0.39055556058883667
20,,1.3510135412216187,0.609000027179718,2.041182279586792,0.4642222225666046
21,,1.305957317352295,0.6234285831451416,1.9275896549224854,0.49000000953674316
22,,1.2756308317184448,0.6308571696281433,1.889141321182251,0.4945555627346039
23,,1.2316656112670898,0.6428095102310181,1.732492446899414,0.5247777700424194
24,,1.1909501552581787,0.652904748916626,2.1394078731536865,0.4593333303928375
25,,1.1751006841659546,0.6583333611488342,2.105226516723633,0.4573333263397217
26,,1.1280852556228638,0.6717143058776855,2.1737499237060547,0.4462222158908844
27,,1.0972343683242798,0.6779999732971191,1.9611026048660278,0.4941111207008362
28,,1.0722434520721436,0.6833809614181519,2.0368521213531494,0.4830000102519989
29,,1.0425044298171997,0.6920952200889587,1.7905316352844238,0.5297777652740479
30,,1.0139251947402954,0.7014285922050476,1.7976804971694946,0.524222195148468
31,,0.9974232912063599,0.7049523591995239,1.8674298524856567,0.5144444704055786
32,,0.9643652439117432,0.7154762148857117,1.8651560544967651,0.5232222080230713
33,,0.9342674612998962,0.7208095192909241,1.9819763898849487,0.5001111030578613
34,,0.9047324061393738,0.7353809475898743,1.8161834478378296,0.5305555462837219
35,,0.8758203983306885,0.7436190247535706,1.7529230117797852,0.5463333129882812
36,,0.8582475185394287,0.7426190376281738,1.78622567653656,0.5376666784286499
37,,0.8226332068443298,0.7574285864830017,2.174293041229248,0.49222221970558167
38,,0.8100544810295105,0.7571428418159485,1.9421050548553467,0.5144444704055786
39,,0.780365526676178,0.7688094973564148,2.2103404998779297,0.4781111180782318
40,,0.7601186633110046,0.7730952501296997,1.7501431703567505,0.5686666369438171
41,,0.7475528717041016,0.7734285593032837,2.1335322856903076,0.5075555443763733
42,,0.7221090197563171,0.7839523553848267,1.8738954067230225,0.531333327293396
43,,0.6998457312583923,0.7914285659790039,1.7552027702331543,0.5519999861717224
44,,0.6779866814613342,0.7990000247955322,1.9557290077209473,0.5255555510520935
45,,0.6647478342056274,0.8001904487609863,2.016944408416748,0.5144444704055786
46,,0.6360898017883301,0.8105714321136475,1.9694368839263916,0.5204444527626038
47,,0.6152722239494324,0.8163333535194397,2.152174234390259,0.5136666893959045
48,,0.6025294661521912,0.820809543132782,2.2363321781158447,0.503000020980835
49,,0.5900726318359375,0.8194761872291565,1.6559348106384277,0.581333339214325
0,,1.1655733585357666,0.6909523606300354,2.5208377838134766,0.4677777886390686
1,,0.9329766631126404,0.7267143130302429,1.1932117938995361,0.6594444513320923
2,,0.8550873398780823,0.7503809332847595,1.3965624570846558,0.6248888969421387
3,,0.8146020174026489,0.7598571181297302,1.4375196695327759,0.6004444360733032
4,,0.7766838073730469,0.7691428661346436,1.7070304155349731,0.5398889183998108
5,,0.7476937770843506,0.7764285802841187,2.0262608528137207,0.5216666460037231
6,,0.7087526917457581,0.7873333096504211,1.4809540510177612,0.6027777791023254
7,,0.6710808873176575,0.7998095154762268,1.542828917503357,0.6026666760444641
8,,0.6629646420478821,0.803761899471283,1.2132002115249634,0.6542222499847412
9,,0.6248660683631897,0.8125237822532654,1.7122604846954346,0.5856666564941406
10,,0.5930001139640808,0.8209999799728394,1.5491784811019897,0.6076666712760925
11,,0.5920903086662292,0.8230000138282776,1.4023641347885132,0.6230000257492065
12,,0.560214638710022,0.831428587436676,1.5070927143096924,0.6124444603919983
13,,0.5472583770751953,0.8363333344459534,1.7189326286315918,0.5782222151756287
