,,loss,acc,val_loss,val_acc
0,,4.958931922912598,0.057428572326898575,4.408497333526611,0.09144444763660431
1,,4.245713233947754,0.12228571623563766,4.176707744598389,0.13388888537883759
2,,4.01503324508667,0.168857142329216,5.205360412597656,0.061888888478279114
3,,3.8561904430389404,0.20076189935207367,3.791780471801758,0.2052222192287445
4,,3.70817232131958,0.23157143592834473,3.6775295734405518,0.23155555129051208
5,,3.585594415664673,0.25661903619766235,3.6431775093078613,0.2409999966621399
6,,3.480954885482788,0.27909523248672485,3.4481348991394043,0.28788888454437256
7,,3.380830764770508,0.29852381348609924,3.551426410675049,0.262111097574234
8,,3.2830240726470947,0.32123810052871704,3.3261454105377197,0.3132222294807434
9,,3.1848676204681396,0.3416190445423126,3.3027477264404297,0.32233333587646484
10,,3.0984179973602295,0.36180952191352844,3.34360408782959,0.32188889384269714
11,,2.999654531478882,0.3803809583187103,3.0781400203704834,0.3726666569709778
12,,2.9377739429473877,0.39376190304756165,9.752849578857422,0.18833333253860474
13,,2.906231164932251,0.40652382373809814,3.182935953140259,0.35422220826148987
14,,2.7863659858703613,0.4275714159011841,2.918222188949585,0.4054444432258606
15,,2.7084596157073975,0.4462857246398926,3.005500078201294,0.3863333463668823
16,,2.625570058822632,0.46409523487091064,3.0334630012512207,0.391222208738327
17,,2.546565055847168,0.4821428656578064,3.439359664916992,0.3674444556236267
18,,2.4831056594848633,0.4998571574687958,2.9215822219848633,0.4189999997615814
19,,2.4207546710968018,0.5128095149993896,2.891047239303589,0.42177778482437134
20,,2.3784067630767822,0.5192857384681702,2.7494540214538574,0.45311111211776733
21,,2.3167037963867188,0.5336666703224182,2.8406853675842285,0.4304444491863251
22,,2.2719645500183105,0.5487619042396545,2.8904738426208496,0.43477776646614075
23,,2.1991958618164062,0.5646666884422302,2.6951889991760254,0.4615555703639984
24,,2.1645209789276123,0.5680000185966492,2.6290411949157715,0.484333336353302
25,,2.1223952770233154,0.5780952572822571,3.0241217613220215,0.42455556988716125
26,,2.0649681091308594,0.5934285521507263,2.586430311203003,0.4892222285270691
27,,2.012664318084717,0.6109523773193359,2.931269884109497,0.4561111032962799
28,,1.9833357334136963,0.6116666793823242,2.5260541439056396,0.5047777891159058
29,,1.9405056238174438,0.6230475902557373,2.9073667526245117,0.4457777738571167
30,,1.8890774250030518,0.637238085269928,2.820784091949463,0.4738888740539551
31,,1.8509808778762817,0.6459047794342041,3.3536810874938965,0.41066667437553406
32,,1.80524742603302,0.6579523682594299,2.610488176345825,0.4869999885559082
33,,1.7710013389587402,0.6671904921531677,3.010685920715332,0.456888884305954
34,,1.7441197633743286,0.6747618913650513,3.1978421211242676,0.46211111545562744
35,,1.726783275604248,0.6759999990463257,2.5498998165130615,0.5147777795791626
36,,1.6843342781066895,0.6885714530944824,2.701112747192383,0.5076666474342346
37,,1.6410695314407349,0.6973809599876404,2.6748359203338623,0.5081111192703247
38,,1.633519172668457,0.6990000009536743,2.592228412628174,0.5232222080230713
39,,1.5926588773727417,0.7113333344459534,2.792193651199341,0.49399998784065247
40,,1.5478724241256714,0.723809540271759,2.992082357406616,0.49566665291786194
41,,1.5192843675613403,0.7310000061988831,2.770815372467041,0.507888913154602
42,,1.511243224143982,0.7331428527832031,2.85269832611084,0.508222222328186
43,,1.4776201248168945,0.7402380704879761,2.9545509815216064,0.48455554246902466
44,,1.4426569938659668,0.7477619051933289,2.9744346141815186,0.48011112213134766
45,,1.4254415035247803,0.7558095455169678,2.566286563873291,0.5375555753707886
46,,1.407330870628357,0.7613333463668823,2.699688196182251,0.520111083984375
47,,1.3877068758010864,0.7623809576034546,2.491675853729248,0.5393333435058594
48,,1.3639791011810303,0.7695714235305786,3.6119885444641113,0.43166667222976685
49,,1.3267922401428223,0.7812857031822205,3.042368173599243,0.4593333303928375
0,,1.9665924310684204,0.6422857046127319,2.456197500228882,0.538444459438324
1,,1.6823080778121948,0.6910476088523865,2.1164796352386475,0.6025555729866028
2,,1.59478759765625,0.7115238308906555,2.0309159755706787,0.6119999885559082
3,,1.5444685220718384,0.723714292049408,2.563725233078003,0.574222207069397
4,,1.4911690950393677,0.7392380833625793,2.3208961486816406,0.5817777514457703
5,,1.4723141193389893,0.7438571453094482,2.5679237842559814,0.5498889088630676
6,,1.4195071458816528,0.7506190538406372,2.133744955062866,0.5839999914169312
7,,1.3796714544296265,0.7646666765213013,2.212700843811035,0.5947777628898621
