,val_accuracy
0,0.5
1,0.7446808510638298
2,0.4148936170212766
3,0.6276595744680851
4,0.776595744680851
5,1.0
6,0.48936170212765956
7,0.5851063829787234
8,1.0
9,0.7340425531914894
