,val_accuracy
0,0.40425531914893614
1,0.8297872340425532
2,0.6595744680851063
3,0.46808510638297873
4,0.574468085106383
5,0.5212765957446809
6,0.2765957446808511
7,0.6063829787234043
8,0.7659574468085106
9,0.7446808510638298
