,val_accuracy
0,0.07865168539325842
1,0.7528089887640449
2,0.7191011235955056
3,0.5056179775280899
4,0.011235955056179775
5,0.5730337078651685
6,0.29213483146067415
7,0.3146067415730337
8,1.0
9,0.5280898876404494
