,val_accuracy
0,0.21348314606741572
1,0.7078651685393258
2,0.48314606741573035
3,0.6404494382022472
4,0.0
5,0.24719101123595505
6,0.24719101123595505
7,0.5393258426966292
8,0.6853932584269663
9,0.3707865168539326
