,val_accuracy
0,0.4943820224719101
1,0.7303370786516854
2,0.4943820224719101
3,0.5280898876404494
4,0.0
5,0.8426966292134831
6,0.2808988764044944
7,0.5056179775280899
8,0.797752808988764
9,0.6292134831460674
