,val_accuracy
0,0.0
1,0.7415730337078652
2,0.8314606741573034
3,0.5168539325842697
4,0.550561797752809
5,0.8426966292134831
6,0.0
7,0.550561797752809
8,1.0
9,0.5056179775280899
