,val_accuracy
0,0.4943820224719101
1,0.7303370786516854
2,0.9325842696629213
3,0.6179775280898876
4,0.0
5,0.5056179775280899
6,0.25842696629213485
7,0.8651685393258427
8,0.9775280898876404
9,0.6179775280898876
