,Accuracy,Validation Accuracy
0,0.20761245489120483,0.49438202381134033
1,0.2918108403682709,0.49438202381134033
2,0.2918108403682709,0.49438202381134033
3,0.2918108403682709,0.49438202381134033
4,0.2918108403682709,0.49438202381134033
5,0.2918108403682709,0.0
6,0.4117647111415863,0.0
7,0.20761245489120483,0.0
8,0.27681660652160645,0.49438202381134033
9,0.2918108403682709,0.49438202381134033
10,0.2918108403682709,0.49438202381134033
11,0.4025374948978424,0.0
12,0.27681660652160645,0.0
13,0.27681660652160645,0.10112359374761581
14,0.2871972322463989,0.49438202381134033
15,0.2918108403682709,0.49438202381134033
16,0.2918108403682709,0.49438202381134033
17,0.2918108403682709,0.49438202381134033
18,0.34602075815200806,0.4157303273677826
19,0.5340253710746765,0.26966291666030884
20,0.30911189317703247,0.04494382068514824
21,0.46943482756614685,0.0
22,0.27681660652160645,0.0
23,0.3229527175426483,0.0
24,0.29411765933036804,0.4157303273677826
25,0.34602075815200806,0.0
26,0.2802768051624298,0.0
27,0.40830451250076294,0.0
28,0.31833910942077637,0.20224718749523163
29,0.47058823704719543,0.49438202381134033
30,0.30449825525283813,0.49438202381134033
31,0.3056516647338867,0.4157303273677826
32,0.4832756519317627,0.0
33,0.4844290614128113,0.0
34,0.3944636583328247,0.0
35,0.45213380455970764,0.02247191034257412
36,0.512110710144043,0.49438202381134033
37,0.46828141808509827,0.0
38,0.23529411852359772,0.483146071434021
39,0.6170703768730164,0.07865168899297714
40,0.0968858152627945,0.0
41,0.1141868531703949,0.0
42,0.09342560917139053,0.0
43,0.09111879765987396,0.0
44,0.07727797329425812,0.0
45,0.0784313753247261,0.0
46,0.07727797329425812,0.0
47,0.07266435772180557,0.483146071434021
48,0.28373703360557556,0.49438202381134033
49,0.3690887987613678,0.5056179761886597
50,0.49480968713760376,0.5056179761886597
51,0.4486735761165619,0.5056179761886597
52,0.4313725531101227,0.5056179761886597
53,0.4313725531101227,0.5056179761886597
54,0.4313725531101227,0.5056179761886597
55,0.4313725531101227,0.5056179761886597
56,0.4313725531101227,0.5056179761886597
57,0.43252596259117126,0.5056179761886597
58,0.48673588037490845,0.37078651785850525
59,0.44405996799468994,0.6067415475845337
60,0.5547866225242615,0.5955055952072144
61,0.48788926005363464,0.550561785697937
62,0.5282583832740784,0.6404494643211365
63,0.5720876455307007,0.5955055952072144
64,0.5501729846000671,0.6292135119438171
65,0.5617070198059082,0.6516854166984558
66,0.5732410550117493,0.617977499961853
67,0.5524798035621643,0.6516854166984558
68,0.5617070198059082,0.6741573214530945
69,0.5697808265686035,0.5955055952072144
70,0.5501729846000671,0.7191011309623718
71,0.5997692942619324,0.6966292262077332
72,0.5882353186607361,0.6404494643211365
73,0.5870819091796875,0.6853932738304138
74,0.6113033294677734,0.6741573214530945
75,0.5813148617744446,0.6853932738304138
76,0.5847750902175903,0.6741573214530945
77,0.600922703742981,0.7078651785850525
78,0.5916954874992371,0.6853932738304138
79,0.6170703768730164,0.7078651785850525
80,0.25720876455307007,0.0
81,0.31833910942077637,0.0
82,0.3944636583328247,0.0
83,0.3933102786540985,0.0
84,0.38985005021095276,0.0
85,0.38292965292930603,0.0
86,0.3933102786540985,0.483146071434021
87,0.4463667869567871,0.49438202381134033
88,0.40599769353866577,0.49438202381134033
89,0.40023067593574524,0.49438202381134033
90,0.39792388677597046,0.49438202381134033
91,0.3933102786540985,0.49438202381134033
92,0.3840830326080322,0.49438202381134033
93,0.38177624344825745,0.49438202381134033
94,0.3921568691730499,0.49438202381134033
95,0.4209919273853302,0.3932584226131439
96,0.46136102080345154,0.30337077379226685
97,0.4486735761165619,0.2808988690376282
98,0.4636678099632263,0.49438202381134033
99,0.44405996799468994,0.49438202381134033
100,0.43483275175094604,0.49438202381134033
101,0.43483275175094604,0.49438202381134033
102,0.45213380455970764,0.49438202381134033
103,0.44175317883491516,0.3820224702358246
104,0.48558247089385986,0.2921348214149475
105,0.4890426695346832,0.483146071434021
106,0.48673588037490845,0.49438202381134033
107,0.4832756519317627,0.49438202381134033
108,0.47866204380989075,0.33707866072654724
109,0.5328719615936279,0.584269642829895
110,0.5190311670303345,0.4157303273677826
111,0.5594002604484558,0.483146071434021
112,0.5397923588752747,0.6741573214530945
113,0.5859284996986389,0.3932584226131439
114,0.5893886685371399,0.483146071434021
115,0.6182237863540649,0.49438202381134033
116,0.5501729846000671,0.5955055952072144
117,0.6597462296485901,0.6966292262077332
118,0.6839677095413208,0.483146071434021
119,0.6839677095413208,0.49438202381134033
120,0.5594002604484558,0.2584269642829895
121,0.5755478739738464,0.23595505952835083
122,0.6020761132240295,0.47191011905670166
123,0.6666666865348816,0.550561785697937
124,0.6228373646736145,0.26966291666030884
125,0.633217990398407,0.24719101190567017
126,0.7162629961967468,0.3258427083492279
127,0.7024221420288086,0.4157303273677826
128,0.7739331126213074,0.5280898809432983
129,0.7277969717979431,0.550561785697937
130,0.7381775975227356,0.43820226192474365
131,0.8143022060394287,0.37078651785850525
132,0.7681660652160645,0.3932584226131439
133,0.8742791414260864,0.47191011905670166
134,0.8385236263275146,0.47191011905670166
135,0.8708189129829407,0.42696627974510193
136,0.8592848777770996,0.47191011905670166
137,0.8858131766319275,0.5617977380752563
138,0.8627451062202454,0.4157303273677826
139,0.931949257850647,0.37078651785850525
140,0.926182210445404,0.516853928565979
141,0.9250288605690002,0.6741573214530945
142,0.8950403928756714,0.30337077379226685
143,0.9019607901573181,0.24719101190567017
144,0.8454440832138062,0.31460675597190857
145,0.9100345969200134,0.6292135119438171
146,0.9342560768127441,0.6404494643211365
147,0.926182210445404,0.47191011905670166
148,0.84659743309021,0.5393258333206177
149,0.875432550907135,0.5730336904525757
150,0.9480968713760376,0.47191011905670166
151,0.9331026673316956,0.3932584226131439
152,0.926182210445404,0.4157303273677826
153,0.9400230646133423,0.43820226192474365
154,0.9826989769935608,0.4606741666793823
155,0.9538639187812805,0.5056179761886597
156,0.9815455675125122,0.5056179761886597
157,0.9446367025375366,0.5730336904525757
158,0.9492502808570862,0.5955055952072144
159,0.9515570998191833,0.5730336904525757
160,0.5409457683563232,0.04494382068514824
161,0.6424452066421509,0.0
162,0.5905420780181885,0.0
163,0.5409457683563232,0.056179776787757874
164,0.5017300844192505,0.3483146131038666
165,0.5501729846000671,0.5617977380752563
166,0.6262975931167603,0.6741573214530945
167,0.6309111714363098,0.6404494643211365
168,0.6632064580917358,0.5617977380752563
169,0.6851211190223694,0.42696627974510193
170,0.7104959487915039,0.30337077379226685
171,0.7081891298294067,0.0
172,0.7058823704719543,0.0
173,0.7035755515098572,0.0
174,0.7104959487915039,0.0
175,0.7093425393104553,0.0
176,0.6966551542282104,0.0
177,0.697808563709259,0.0
178,0.7024221420288086,0.0
179,0.7139561772346497,0.3258427083492279
180,0.7623990774154663,0.550561785697937
181,0.8235294222831726,0.516853928565979
182,0.822376012802124,0.516853928565979
183,0.7877739071846008,0.550561785697937
184,0.8246828317642212,0.5617977380752563
185,0.8166090250015259,0.3595505654811859
186,0.8212226033210754,0.31460675597190857
187,0.8269895911216736,0.31460675597190857
188,0.8373702168464661,0.31460675597190857
189,0.8742791414260864,0.31460675597190857
190,0.8258362412452698,0.3595505654811859
191,0.8892733454704285,0.3483146131038666
192,0.8742791414260864,0.30337077379226685
193,0.8858131766319275,0.2921348214149475
194,0.9192618131637573,0.01123595517128706
195,0.9377162456512451,0.0
196,0.9238754510879517,0.0
197,0.9331026673316956,0.0
198,0.9273356199264526,0.0
199,0.9331026673316956,0.0
200,0.4048442840576172,1.0
201,0.7670127153396606,1.0
202,0.7820069193840027,1.0
203,0.943483293056488,1.0
204,0.9746251702308655,0.7415730357170105
205,0.9342560768127441,0.5056179761886597
206,0.9953863620758057,0.5393258333206177
207,0.9930796027183533,0.516853928565979
208,0.9757785201072693,0.43820226192474365
209,0.9803921580314636,0.24719101190567017
210,0.9976931810379028,0.23595505952835083
211,0.9976931810379028,0.2247191071510315
212,0.9803921580314636,0.24719101190567017
213,0.9976931810379028,0.24719101190567017
214,0.9976931810379028,0.2921348214149475
215,0.9965397715568542,0.3483146131038666
216,0.9965397715568542,0.483146071434021
217,0.9965397715568542,0.49438202381134033
218,0.9976931810379028,0.5056179761886597
219,0.9965397715568542,0.5280898809432983
220,0.9965397715568542,0.5280898809432983
221,0.9965397715568542,0.516853928565979
222,0.9965397715568542,0.5056179761886597
223,0.9965397715568542,0.483146071434021
224,0.9965397715568542,0.3258427083492279
225,0.9988465905189514,0.2921348214149475
226,0.9988465905189514,0.2808988690376282
227,0.9988465905189514,0.24719101190567017
228,0.9988465905189514,0.24719101190567017
229,0.9988465905189514,0.24719101190567017
230,0.9988465905189514,0.24719101190567017
231,0.9988465905189514,0.24719101190567017
232,1.0,0.24719101190567017
233,1.0,0.24719101190567017
234,0.9988465905189514,0.24719101190567017
235,0.9988465905189514,0.26966291666030884
236,0.9988465905189514,0.2808988690376282
237,0.9988465905189514,0.2921348214149475
238,0.9988465905189514,0.2921348214149475
239,0.9988465905189514,0.2921348214149475
240,0.29873126745224,1.0
241,0.42560553550720215,0.7977527976036072
242,0.46828141808509827,0.9887640476226807
243,0.46828141808509827,1.0
244,0.46828141808509827,1.0
245,0.46828141808509827,1.0
246,0.46828141808509827,0.9887640476226807
247,0.46828141808509827,0.7640449404716492
248,0.7104959487915039,0.2584269642829895
249,0.7139561772346497,0.23595505952835083
250,0.7151095867156982,0.2247191071510315
251,0.6482122540473938,0.2247191071510315
252,0.4832756519317627,0.2247191071510315
253,0.46828141808509827,0.2247191071510315
254,0.46828141808509827,0.2247191071510315
255,0.46828141808509827,0.2247191071510315
256,0.46828141808509827,0.2247191071510315
257,0.48673588037490845,0.15730337798595428
258,0.6355248093605042,0.0
259,0.7174164056777954,0.0
260,0.6401383876800537,0.0
261,0.5951557159423828,0.0
262,0.7024221420288086,0.2247191071510315
263,0.8477508425712585,0.26966291666030884
264,0.9192618131637573,0.24719101190567017
265,0.9607843160629272,0.0
266,0.9307958483695984,0.0
267,0.9342560768127441,0.2584269642829895
268,0.9780853390693665,0.2808988690376282
269,0.9238754510879517,0.02247191034257412
270,0.9134948253631592,0.033707864582538605
271,0.9388696551322937,0.26966291666030884
272,0.9607843160629272,0.2808988690376282
273,0.9873125553131104,0.5280898809432983
274,0.946943461894989,0.550561785697937
275,0.9619377255439758,0.5056179761886597
276,0.9861591458320618,0.2808988690376282
277,0.9873125553131104,0.2808988690376282
278,0.9861591458320618,0.26966291666030884
279,0.9896193742752075,0.2808988690376282
280,0.508083164691925,0.617977499961853
281,0.5519630312919617,0.6067415475845337
282,0.5496535897254944,0.7415730357170105
283,0.5484988689422607,0.8651685118675232
284,0.545034646987915,0.8764045238494873
285,0.545034646987915,0.8764045238494873
286,0.5415704250335693,0.8764045238494873
287,0.5277135968208313,0.8764045238494873
288,0.513856828212738,0.8651685118675232
289,0.5023094415664673,0.6853932738304138
290,0.48960739374160767,0.6292135119438171
291,0.5300230979919434,0.5730336904525757
