,val_accuracy
0,0.4943820224719101
1,0.7078651685393258
2,0.4943820224719101
3,0.6067415730337079
4,0.30337078651685395
5,0.5617977528089888
6,0.5842696629213483
7,0.5617977528089888
8,0.7303370786516854
9,0.4044943820224719
