,val_accuracy
0,0.2696629213483146
1,0.9213483146067416
2,0.4943820224719101
3,0.6067415730337079
4,0.0
5,0.5280898876404494
6,0.0
7,0.38202247191011235
8,1.0
9,0.43820224719101125
