,val_accuracy
0,0.40425531914893614
1,0.7978723404255319
2,0.5
3,0.5106382978723404
4,0.6063829787234043
5,0.7978723404255319
6,0.7978723404255319
7,0.5851063829787234
8,1.0
9,0.6808510638297872
