,val_accuracy
0,0.5
1,0.851063829787234
2,0.6276595744680851
3,0.5531914893617021
4,0.5638297872340425
5,0.02127659574468085
6,0.23404255319148937
7,0.5851063829787234
8,0.8085106382978723
9,0.5
