,val_accuracy
0,0.11235955056179775
1,0.056179775280898875
2,0.16853932584269662
3,0.47191011235955055
4,0.5730337078651685
5,0.0
6,0.011235955056179775
7,0.25842696629213485
8,0.0
9,0.5168539325842697
