,val_accuracy
0,0.43617021276595747
1,0.8404255319148937
2,0.40425531914893614
3,0.4787234042553192
4,0.6063829787234043
5,0.7978723404255319
6,0.48936170212765956
7,0.5957446808510638
8,1.0
9,0.7446808510638298
