,val_accuracy
0,0.2872340425531915
1,0.11702127659574468
2,0.07446808510638298
3,0.11702127659574468
4,0.5638297872340425
5,0.0
6,0.23404255319148937
7,0.2978723404255319
8,0.5851063829787234
9,0.5851063829787234
