,val_accuracy
0,0.40425531914893614
1,0.7978723404255319
2,0.46808510638297873
3,0.5
4,0.4148936170212766
5,1.0
6,0.26595744680851063
7,0.5851063829787234
8,1.0
9,0.7127659574468085
