,val_accuracy
0,0.4148936170212766
1,0.7978723404255319
2,0.39361702127659576
3,0.5
4,0.3617021276595745
5,0.7978723404255319
6,0.5638297872340425
7,0.5851063829787234
8,0.8085106382978723
9,0.6914893617021277
