,val_accuracy
0,0.425531914893617
1,0.7553191489361702
2,0.5212765957446809
3,0.48936170212765956
4,0.11702127659574468
5,0.5957446808510638
6,0.0
7,0.574468085106383
8,0.7553191489361702
9,0.723404255319149
